Index,Bacteria/Host species,Download link
Bacteria,Streptococcus timonensis,wget https://gmpsdb.cn/api/download/bacteria/5750/download/ -O BACTERIA_Streptococcus_timonensis.tar.gz
Bacteria,Streptococcus uberis,wget https://gmpsdb.cn/api/download/bacteria/5751/download/ -O BACTERIA_Streptococcus_uberis.tar.gz
Bacteria,Streptococcus vestibularis,wget https://gmpsdb.cn/api/download/bacteria/5752/download/ -O BACTERIA_Streptococcus_vestibularis.tar.gz
Bacteria,Streptomyces sp. HPH0547,wget https://gmpsdb.cn/api/download/bacteria/5753/download/ -O BACTERIA_Streptomyces_sp._HPH0547.tar.gz
Bacteria,Stutzerimonas stutzeri,wget https://gmpsdb.cn/api/download/bacteria/5754/download/ -O BACTERIA_Stutzerimonas_stutzeri.tar.gz
Bacteria,Subdoligranulum sp. 4_3_54A2FAA,wget https://gmpsdb.cn/api/download/bacteria/5755/download/ -O BACTERIA_Subdoligranulum_sp._4_3_54A2FAA.tar.gz
Bacteria,Subdoligranulum sp. TF05-17AC,wget https://gmpsdb.cn/api/download/bacteria/5756/download/ -O BACTERIA_Subdoligranulum_sp._TF05-17AC.tar.gz
Bacteria,Subdoligranulum variabile,wget https://gmpsdb.cn/api/download/bacteria/5757/download/ -O BACTERIA_Subdoligranulum_variabile.tar.gz
Bacteria,Succinatimonas hippei,wget https://gmpsdb.cn/api/download/bacteria/5758/download/ -O BACTERIA_Succinatimonas_hippei.tar.gz
Bacteria,Succinivibrio dextrinosolvens,wget https://gmpsdb.cn/api/download/bacteria/5759/download/ -O BACTERIA_Succinivibrio_dextrinosolvens.tar.gz
Bacteria,Sutterella parvirubra,wget https://gmpsdb.cn/api/download/bacteria/5760/download/ -O BACTERIA_Sutterella_parvirubra.tar.gz
Bacteria,Sutterella wadsworthensis,wget https://gmpsdb.cn/api/download/bacteria/5761/download/ -O BACTERIA_Sutterella_wadsworthensis.tar.gz
Bacteria,Synergistes sp. 3_1_syn1,wget https://gmpsdb.cn/api/download/bacteria/5762/download/ -O BACTERIA_Synergistes_sp._3_1_syn1.tar.gz
Bacteria,Tannerella forsythia,wget https://gmpsdb.cn/api/download/bacteria/5763/download/ -O BACTERIA_Tannerella_forsythia.tar.gz
Bacteria,Tatumella ptyseos,wget https://gmpsdb.cn/api/download/bacteria/5764/download/ -O BACTERIA_Tatumella_ptyseos.tar.gz
Bacteria,Terrisporobacter glycolicus,wget https://gmpsdb.cn/api/download/bacteria/5765/download/ -O BACTERIA_Terrisporobacter_glycolicus.tar.gz
Bacteria,Tessaracoccus massiliensis,wget https://gmpsdb.cn/api/download/bacteria/5766/download/ -O BACTERIA_Tessaracoccus_massiliensis.tar.gz
Bacteria,Thalassobacillus devorans,wget https://gmpsdb.cn/api/download/bacteria/5767/download/ -O BACTERIA_Thalassobacillus_devorans.tar.gz
Bacteria,Timonella senegalensis,wget https://gmpsdb.cn/api/download/bacteria/5768/download/ -O BACTERIA_Timonella_senegalensis.tar.gz
Bacteria,Trabulsiella guamensis,wget https://gmpsdb.cn/api/download/bacteria/5769/download/ -O BACTERIA_Trabulsiella_guamensis.tar.gz
Bacteria,Tropheryma whipplei,wget https://gmpsdb.cn/api/download/bacteria/5770/download/ -O BACTERIA_Tropheryma_whipplei.tar.gz
Bacteria,Trueperella pyogenes,wget https://gmpsdb.cn/api/download/bacteria/5771/download/ -O BACTERIA_Trueperella_pyogenes.tar.gz
Bacteria,Turicibacter sanguinis,wget https://gmpsdb.cn/api/download/bacteria/5772/download/ -O BACTERIA_Turicibacter_sanguinis.tar.gz
Bacteria,Tyzzerella nexilis,wget https://gmpsdb.cn/api/download/bacteria/5773/download/ -O BACTERIA_Tyzzerella_nexilis.tar.gz
Bacteria,uncultured Anaerotruncus sp.,wget https://gmpsdb.cn/api/download/bacteria/5774/download/ -O BACTERIA_uncultured_Anaerotruncus_sp..tar.gz
Bacteria,Ureaplasma parvum,wget https://gmpsdb.cn/api/download/bacteria/5775/download/ -O BACTERIA_Ureaplasma_parvum.tar.gz
Bacteria,Ureaplasma urealyticum,wget https://gmpsdb.cn/api/download/bacteria/5776/download/ -O BACTERIA_Ureaplasma_urealyticum.tar.gz
Bacteria,Ureibacillus thermosphaericus,wget https://gmpsdb.cn/api/download/bacteria/5777/download/ -O BACTERIA_Ureibacillus_thermosphaericus.tar.gz
Bacteria,Vagococcus sp. AM17-17,wget https://gmpsdb.cn/api/download/bacteria/5778/download/ -O BACTERIA_Vagococcus_sp._AM17-17.tar.gz
Bacteria,Varibaculum cambriense,wget https://gmpsdb.cn/api/download/bacteria/5779/download/ -O BACTERIA_Varibaculum_cambriense.tar.gz
Bacteria,Veillonella atypica,wget https://gmpsdb.cn/api/download/bacteria/5780/download/ -O BACTERIA_Veillonella_atypica.tar.gz
Bacteria,Veillonella dispar,wget https://gmpsdb.cn/api/download/bacteria/5781/download/ -O BACTERIA_Veillonella_dispar.tar.gz
Bacteria,Veillonella parvula,wget https://gmpsdb.cn/api/download/bacteria/5782/download/ -O BACTERIA_Veillonella_parvula.tar.gz
Bacteria,Veillonella sp. 6_1_27,wget https://gmpsdb.cn/api/download/bacteria/5783/download/ -O BACTERIA_Veillonella_sp._6_1_27.tar.gz
Bacteria,Veillonella sp. AF42-16,wget https://gmpsdb.cn/api/download/bacteria/5784/download/ -O BACTERIA_Veillonella_sp._AF42-16.tar.gz
Bacteria,Vibrio cholerae H1,wget https://gmpsdb.cn/api/download/bacteria/5785/download/ -O BACTERIA_Vibrio_cholerae_H1.tar.gz
Bacteria,Vibrio fluvialis,wget https://gmpsdb.cn/api/download/bacteria/5786/download/ -O BACTERIA_Vibrio_fluvialis.tar.gz
Bacteria,Vibrio furnissii,wget https://gmpsdb.cn/api/download/bacteria/5787/download/ -O BACTERIA_Vibrio_furnissii.tar.gz
Bacteria,Vibrio metoecus,wget https://gmpsdb.cn/api/download/bacteria/5788/download/ -O BACTERIA_Vibrio_metoecus.tar.gz
Bacteria,Vibrio mimicus,wget https://gmpsdb.cn/api/download/bacteria/5789/download/ -O BACTERIA_Vibrio_mimicus.tar.gz
Bacteria,Vibrio parahaemolyticus,wget https://gmpsdb.cn/api/download/bacteria/5790/download/ -O BACTERIA_Vibrio_parahaemolyticus.tar.gz
Bacteria,Victivallis vadensis,wget https://gmpsdb.cn/api/download/bacteria/5791/download/ -O BACTERIA_Victivallis_vadensis.tar.gz
Bacteria,Virgibacillus massiliensis,wget https://gmpsdb.cn/api/download/bacteria/5792/download/ -O BACTERIA_Virgibacillus_massiliensis.tar.gz
Bacteria,Vitreoscilla massiliensis,wget https://gmpsdb.cn/api/download/bacteria/5793/download/ -O BACTERIA_Vitreoscilla_massiliensis.tar.gz
Bacteria,Weissella cibaria,wget https://gmpsdb.cn/api/download/bacteria/5794/download/ -O BACTERIA_Weissella_cibaria.tar.gz
Bacteria,Weissella confusa,wget https://gmpsdb.cn/api/download/bacteria/5795/download/ -O BACTERIA_Weissella_confusa.tar.gz
Bacteria,Weissella paramesenteroides,wget https://gmpsdb.cn/api/download/bacteria/5796/download/ -O BACTERIA_Weissella_paramesenteroides.tar.gz
Bacteria,Weizmannia coagulans,wget https://gmpsdb.cn/api/download/bacteria/5797/download/ -O BACTERIA_Weizmannia_coagulans.tar.gz
Bacteria,Xanthomonas massiliensis,wget https://gmpsdb.cn/api/download/bacteria/5798/download/ -O BACTERIA_Xanthomonas_massiliensis.tar.gz
Bacteria,Yersinia aleksiciae,wget https://gmpsdb.cn/api/download/bacteria/5799/download/ -O BACTERIA_Yersinia_aleksiciae.tar.gz
Bacteria,Yersinia bercovieri,wget https://gmpsdb.cn/api/download/bacteria/5800/download/ -O BACTERIA_Yersinia_bercovieri.tar.gz
Bacteria,Yersinia enterocolitica,wget https://gmpsdb.cn/api/download/bacteria/5801/download/ -O BACTERIA_Yersinia_enterocolitica.tar.gz
Bacteria,Yersinia frederiksenii,wget https://gmpsdb.cn/api/download/bacteria/5802/download/ -O BACTERIA_Yersinia_frederiksenii.tar.gz
Bacteria,Yersinia intermedia,wget https://gmpsdb.cn/api/download/bacteria/5803/download/ -O BACTERIA_Yersinia_intermedia.tar.gz
Bacteria,Yersinia kristensenii,wget https://gmpsdb.cn/api/download/bacteria/5804/download/ -O BACTERIA_Yersinia_kristensenii.tar.gz
Bacteria,Yersinia mollaretii,wget https://gmpsdb.cn/api/download/bacteria/5805/download/ -O BACTERIA_Yersinia_mollaretii.tar.gz
Bacteria,Yersinia pseudotuberculosis,wget https://gmpsdb.cn/api/download/bacteria/5806/download/ -O BACTERIA_Yersinia_pseudotuberculosis.tar.gz
Bacteria,Yersinia rohdei,wget https://gmpsdb.cn/api/download/bacteria/5807/download/ -O BACTERIA_Yersinia_rohdei.tar.gz
Bacteria,Yokenella regensburgei,wget https://gmpsdb.cn/api/download/bacteria/5808/download/ -O BACTERIA_Yokenella_regensburgei.tar.gz
Phage,Agathobaculum butyriciproducens,wget https://gmpsdb.cn/api/download/phage/211/download/ -O PHAGE_Agathobaculum_butyriciproducens.tar.gz
Phage,Alistipes shahii,wget https://gmpsdb.cn/api/download/phage/212/download/ -O PHAGE_Alistipes_shahii.tar.gz
Phage,Amedibacillus_QUJU_s,wget https://gmpsdb.cn/api/download/phage/213/download/ -O PHAGE_Amedibacillus_QUJU_s.tar.gz
Phage,Anaerostipes caccae,wget https://gmpsdb.cn/api/download/phage/214/download/ -O PHAGE_Anaerostipes_caccae.tar.gz
Phage,Bacteroides caccae,wget https://gmpsdb.cn/api/download/phage/215/download/ -O PHAGE_Bacteroides_caccae.tar.gz
Phage,Bacteroides fragilis,wget https://gmpsdb.cn/api/download/phage/216/download/ -O PHAGE_Bacteroides_fragilis.tar.gz
Phage,Bacteroides ovatus,wget https://gmpsdb.cn/api/download/phage/217/download/ -O PHAGE_Bacteroides_ovatus.tar.gz
Phage,Bacteroides salyersiae,wget https://gmpsdb.cn/api/download/phage/218/download/ -O PHAGE_Bacteroides_salyersiae.tar.gz
Phage,Bacteroides thetaiotaomicron,wget https://gmpsdb.cn/api/download/phage/219/download/ -O PHAGE_Bacteroides_thetaiotaomicron.tar.gz
Phage,Bacteroides uniformis,wget https://gmpsdb.cn/api/download/phage/220/download/ -O PHAGE_Bacteroides_uniformis.tar.gz
Phage,Bacteroides xylanisolvens,wget https://gmpsdb.cn/api/download/phage/221/download/ -O PHAGE_Bacteroides_xylanisolvens.tar.gz
Phage,Bifidobacterium adolescentis,wget https://gmpsdb.cn/api/download/phage/222/download/ -O PHAGE_Bifidobacterium_adolescentis.tar.gz
Phage,Bifidobacterium dentium,wget https://gmpsdb.cn/api/download/phage/223/download/ -O PHAGE_Bifidobacterium_dentium.tar.gz
Phage,Bifidobacterium pseudocatenulatum,wget https://gmpsdb.cn/api/download/phage/224/download/ -O PHAGE_Bifidobacterium_pseudocatenulatum.tar.gz
Phage,Clostridium scindens,wget https://gmpsdb.cn/api/download/phage/225/download/ -O PHAGE_Clostridium_scindens.tar.gz
Phage,Clostridium_AQ innocuum,wget https://gmpsdb.cn/api/download/phage/226/download/ -O PHAGE_Clostridium_AQ_innocuum.tar.gz
Phage,Clostridium_AQ sp003481775,wget https://gmpsdb.cn/api/download/phage/227/download/ -O PHAGE_Clostridium_AQ_sp003481775.tar.gz
Phage,Clostridium butyricum,wget https://gmpsdb.cn/api/download/phage/228/download/ -O PHAGE_Clostridium_butyricum.tar.gz
Phage,Clostridium_Q symbiosum,wget https://gmpsdb.cn/api/download/phage/229/download/ -O PHAGE_Clostridium_Q_symbiosum.tar.gz
Phage,Dorea sp000433215,wget https://gmpsdb.cn/api/download/phage/230/download/ -O PHAGE_Dorea_sp000433215.tar.gz
Phage,Eggerthella lenta,wget https://gmpsdb.cn/api/download/phage/231/download/ -O PHAGE_Eggerthella_lenta.tar.gz
Phage,Enterocloster bolteae,wget https://gmpsdb.cn/api/download/phage/232/download/ -O PHAGE_Enterocloster_bolteae.tar.gz
Phage,Enterococcus_B hirae,wget https://gmpsdb.cn/api/download/phage/233/download/ -O PHAGE_Enterococcus_B_hirae.tar.gz
Phage,Enterococcus_D gallinarum,wget https://gmpsdb.cn/api/download/phage/234/download/ -O PHAGE_Enterococcus_D_gallinarum.tar.gz
Phage,Enterococcus_D sp002850555,wget https://gmpsdb.cn/api/download/phage/235/download/ -O PHAGE_Enterococcus_D_sp002850555.tar.gz
Phage,Enterococcus casseliflavus,wget https://gmpsdb.cn/api/download/phage/236/download/ -O PHAGE_Enterococcus_casseliflavus.tar.gz
Phage,Enterococcus faecalis,wget https://gmpsdb.cn/api/download/phage/237/download/ -O PHAGE_Enterococcus_faecalis.tar.gz
Phage,Escherichia coli,wget https://gmpsdb.cn/api/download/phage/238/download/ -O PHAGE_Escherichia_coli.tar.gz
Phage,Escherichia fergusonii,wget https://gmpsdb.cn/api/download/phage/239/download/ -O PHAGE_Escherichia_fergusonii.tar.gz
Phage,Escherichia flexneri,wget https://gmpsdb.cn/api/download/phage/240/download/ -O PHAGE_Escherichia_flexneri.tar.gz
Phage,Hungatella sp005845265,wget https://gmpsdb.cn/api/download/phage/241/download/ -O PHAGE_Hungatella_sp005845265.tar.gz
Phage,Klebsiella pneumoniae,wget https://gmpsdb.cn/api/download/phage/242/download/ -O PHAGE_Klebsiella_pneumoniae.tar.gz
Phage,Lactococcus petauri,wget https://gmpsdb.cn/api/download/phage/243/download/ -O PHAGE_Lactococcus_petauri.tar.gz
Phage,Lysinibacillus capsici,wget https://gmpsdb.cn/api/download/phage/244/download/ -O PHAGE_Lysinibacillus_capsici.tar.gz
Phage,Parabacteroides distasonis,wget https://gmpsdb.cn/api/download/phage/245/download/ -O PHAGE_Parabacteroides_distasonis.tar.gz
Phage,Parabacteroides faecis,wget https://gmpsdb.cn/api/download/phage/246/download/ -O PHAGE_Parabacteroides_faecis.tar.gz
Phage,Parabacteroides merdae,wget https://gmpsdb.cn/api/download/phage/247/download/ -O PHAGE_Parabacteroides_merdae.tar.gz
Phage,Phocaeicola dorei,wget https://gmpsdb.cn/api/download/phage/248/download/ -O PHAGE_Phocaeicola_dorei.tar.gz
Phage,Phocaeicola massiliensis,wget https://gmpsdb.cn/api/download/phage/249/download/ -O PHAGE_Phocaeicola_massiliensis.tar.gz
Phage,Phocaeicola vulgatus,wget https://gmpsdb.cn/api/download/phage/250/download/ -O PHAGE_Phocaeicola_vulgatus.tar.gz
Phage,Streptococcus gallolyticus subspecies pasteurianus,wget https://gmpsdb.cn/api/download/phage/251/download/ -O PHAGE_Streptococcus_gallolyticus_subspecies_pasteurianus.tar.gz
Phage,Weissella confusa,wget https://gmpsdb.cn/api/download/phage/252/download/ -O PHAGE_Weissella_confusa.tar.gz
Prophage,Acetatifactor intestinalis,wget https://gmpsdb.cn/api/download/prophage/881/download/ -O PROPHAGE_Acetatifactor_intestinalis.tar.gz
Prophage,Acidaminococcus intestini,wget https://gmpsdb.cn/api/download/prophage/882/download/ -O PROPHAGE_Acidaminococcus_intestini.tar.gz
Prophage,Acidaminococcus provencensis,wget https://gmpsdb.cn/api/download/prophage/883/download/ -O PROPHAGE_Acidaminococcus_provencensis.tar.gz
Prophage,Agathobacter faecis,wget https://gmpsdb.cn/api/download/prophage/884/download/ -O PROPHAGE_Agathobacter_faecis.tar.gz
Prophage,Agathobaculum butyriciproducens,wget https://gmpsdb.cn/api/download/prophage/885/download/ -O PROPHAGE_Agathobaculum_butyriciproducens.tar.gz
Prophage,Alistipes finegoldii,wget https://gmpsdb.cn/api/download/prophage/886/download/ -O PROPHAGE_Alistipes_finegoldii.tar.gz
Prophage,Alistipes onderdonkii,wget https://gmpsdb.cn/api/download/prophage/887/download/ -O PROPHAGE_Alistipes_onderdonkii.tar.gz
Prophage,Alistipes shahii,wget https://gmpsdb.cn/api/download/prophage/888/download/ -O PROPHAGE_Alistipes_shahii.tar.gz
Prophage,Alistipes sp900539755,wget https://gmpsdb.cn/api/download/prophage/889/download/ -O PROPHAGE_Alistipes_sp900539755.tar.gz
Prophage,Anaerococcus vaginalis,wget https://gmpsdb.cn/api/download/prophage/890/download/ -O PROPHAGE_Anaerococcus_vaginalis.tar.gz
Prophage,Anaerostipes caccae,wget https://gmpsdb.cn/api/download/prophage/891/download/ -O PROPHAGE_Anaerostipes_caccae.tar.gz
Prophage,Anaerostipes hadrus,wget https://gmpsdb.cn/api/download/prophage/892/download/ -O PROPHAGE_Anaerostipes_hadrus.tar.gz
Prophage,Bacillus cereus,wget https://gmpsdb.cn/api/download/prophage/893/download/ -O PROPHAGE_Bacillus_cereus.tar.gz
Prophage,Bacillus thuringiensis,wget https://gmpsdb.cn/api/download/prophage/894/download/ -O PROPHAGE_Bacillus_thuringiensis.tar.gz
Prophage,Bacteroides bouchesdurhonensis,wget https://gmpsdb.cn/api/download/prophage/895/download/ -O PROPHAGE_Bacteroides_bouchesdurhonensis.tar.gz
Prophage,Bacteroides caccae,wget https://gmpsdb.cn/api/download/prophage/896/download/ -O PROPHAGE_Bacteroides_caccae.tar.gz
Prophage,Bacteroides cellulosilyticus,wget https://gmpsdb.cn/api/download/prophage/897/download/ -O PROPHAGE_Bacteroides_cellulosilyticus.tar.gz
Prophage,Bacteroides clarus,wget https://gmpsdb.cn/api/download/prophage/898/download/ -O PROPHAGE_Bacteroides_clarus.tar.gz
Prophage,Bacteroides faecis,wget https://gmpsdb.cn/api/download/prophage/899/download/ -O PROPHAGE_Bacteroides_faecis.tar.gz
Prophage,Bacteroides finegoldii,wget https://gmpsdb.cn/api/download/prophage/900/download/ -O PROPHAGE_Bacteroides_finegoldii.tar.gz
Prophage,Bacteroides fragilis,wget https://gmpsdb.cn/api/download/prophage/901/download/ -O PROPHAGE_Bacteroides_fragilis.tar.gz
Prophage,Bacteroides intestinalis,wget https://gmpsdb.cn/api/download/prophage/902/download/ -O PROPHAGE_Bacteroides_intestinalis.tar.gz
Prophage,Bacteroides intestinigallinarum,wget https://gmpsdb.cn/api/download/prophage/903/download/ -O PROPHAGE_Bacteroides_intestinigallinarum.tar.gz
Prophage,Bacteroides ovatus,wget https://gmpsdb.cn/api/download/prophage/904/download/ -O PROPHAGE_Bacteroides_ovatus.tar.gz
Prophage,Bacteroides salyersiae,wget https://gmpsdb.cn/api/download/prophage/905/download/ -O PROPHAGE_Bacteroides_salyersiae.tar.gz
Prophage,Bacteroides sp.,wget https://gmpsdb.cn/api/download/prophage/906/download/ -O PROPHAGE_Bacteroides_sp..tar.gz
Prophage,Bacteroides stercoris,wget https://gmpsdb.cn/api/download/prophage/907/download/ -O PROPHAGE_Bacteroides_stercoris.tar.gz
Prophage,Bacteroides thetaiotaomicron,wget https://gmpsdb.cn/api/download/prophage/908/download/ -O PROPHAGE_Bacteroides_thetaiotaomicron.tar.gz
Prophage,Bacteroides uniformis,wget https://gmpsdb.cn/api/download/prophage/909/download/ -O PROPHAGE_Bacteroides_uniformis.tar.gz
Prophage,Bacteroides xylanisolvens,wget https://gmpsdb.cn/api/download/prophage/910/download/ -O PROPHAGE_Bacteroides_xylanisolvens.tar.gz
Prophage,Bariatricus comes,wget https://gmpsdb.cn/api/download/prophage/911/download/ -O PROPHAGE_Bariatricus_comes.tar.gz
Prophage,Barnesiella intestinihominis,wget https://gmpsdb.cn/api/download/prophage/912/download/ -O PROPHAGE_Barnesiella_intestinihominis.tar.gz
Prophage,Bifidobacterium adolescentis,wget https://gmpsdb.cn/api/download/prophage/913/download/ -O PROPHAGE_Bifidobacterium_adolescentis.tar.gz
Prophage,Bifidobacterium breve,wget https://gmpsdb.cn/api/download/prophage/914/download/ -O PROPHAGE_Bifidobacterium_breve.tar.gz
Prophage,Bifidobacterium dentium,wget https://gmpsdb.cn/api/download/prophage/915/download/ -O PROPHAGE_Bifidobacterium_dentium.tar.gz
Prophage,Bifidobacterium longum,wget https://gmpsdb.cn/api/download/prophage/916/download/ -O PROPHAGE_Bifidobacterium_longum.tar.gz
Prophage,Bifidobacterium pseudocatenulatum,wget https://gmpsdb.cn/api/download/prophage/917/download/ -O PROPHAGE_Bifidobacterium_pseudocatenulatum.tar.gz
Prophage,Blautia faecis,wget https://gmpsdb.cn/api/download/prophage/918/download/ -O PROPHAGE_Blautia_faecis.tar.gz
Prophage,Blautia massiliensis,wget https://gmpsdb.cn/api/download/prophage/919/download/ -O PROPHAGE_Blautia_massiliensis.tar.gz
Prophage,Blautia obeum,wget https://gmpsdb.cn/api/download/prophage/920/download/ -O PROPHAGE_Blautia_obeum.tar.gz
Prophage,Blautia sp001304935,wget https://gmpsdb.cn/api/download/prophage/921/download/ -O PROPHAGE_Blautia_sp001304935.tar.gz
Prophage,Blautia sp003471165,wget https://gmpsdb.cn/api/download/prophage/922/download/ -O PROPHAGE_Blautia_sp003471165.tar.gz
Prophage,Blautia sp900120195,wget https://gmpsdb.cn/api/download/prophage/923/download/ -O PROPHAGE_Blautia_sp900120195.tar.gz
Prophage,Blautia sp900541955,wget https://gmpsdb.cn/api/download/prophage/924/download/ -O PROPHAGE_Blautia_sp900541955.tar.gz
Prophage,Blautia stercoris,wget https://gmpsdb.cn/api/download/prophage/925/download/ -O PROPHAGE_Blautia_stercoris.tar.gz
Prophage,Blautia wexlerae,wget https://gmpsdb.cn/api/download/prophage/926/download/ -O PROPHAGE_Blautia_wexlerae.tar.gz
Prophage,Butyricicoccaceae sp.,wget https://gmpsdb.cn/api/download/prophage/927/download/ -O PROPHAGE_Butyricicoccaceae_sp..tar.gz
Prophage,Catenibacterium mitsuokai,wget https://gmpsdb.cn/api/download/prophage/928/download/ -O PROPHAGE_Catenibacterium_mitsuokai.tar.gz
Prophage,Citrobacter portucalensis,wget https://gmpsdb.cn/api/download/prophage/929/download/ -O PROPHAGE_Citrobacter_portucalensis.tar.gz
Prophage,Cloacibacillus evryensis,wget https://gmpsdb.cn/api/download/prophage/930/download/ -O PROPHAGE_Cloacibacillus_evryensis.tar.gz
Prophage,Clostridium baratii,wget https://gmpsdb.cn/api/download/prophage/931/download/ -O PROPHAGE_Clostridium_baratii.tar.gz
Prophage,Clostridium butyricum,wget https://gmpsdb.cn/api/download/prophage/932/download/ -O PROPHAGE_Clostridium_butyricum.tar.gz
Prophage,Clostridium fessum,wget https://gmpsdb.cn/api/download/prophage/933/download/ -O PROPHAGE_Clostridium_fessum.tar.gz
Prophage,Clostridium innocuum,wget https://gmpsdb.cn/api/download/prophage/934/download/ -O PROPHAGE_Clostridium_innocuum.tar.gz
Prophage,Clostridium leptum,wget https://gmpsdb.cn/api/download/prophage/935/download/ -O PROPHAGE_Clostridium_leptum.tar.gz
Prophage,Clostridium paraputrificum,wget https://gmpsdb.cn/api/download/prophage/936/download/ -O PROPHAGE_Clostridium_paraputrificum.tar.gz
Prophage,Clostridium perfringens,wget https://gmpsdb.cn/api/download/prophage/937/download/ -O PROPHAGE_Clostridium_perfringens.tar.gz
Prophage,Clostridium sp000509125,wget https://gmpsdb.cn/api/download/prophage/938/download/ -O PROPHAGE_Clostridium_sp000509125.tar.gz
Prophage,Clostridium sp003481775,wget https://gmpsdb.cn/api/download/prophage/939/download/ -O PROPHAGE_Clostridium_sp003481775.tar.gz
Prophage,Clostridium sp.,wget https://gmpsdb.cn/api/download/prophage/940/download/ -O PROPHAGE_Clostridium_sp..tar.gz
Prophage,Clostridium symbiosum,wget https://gmpsdb.cn/api/download/prophage/941/download/ -O PROPHAGE_Clostridium_symbiosum.tar.gz
Prophage,Clostridium tertium,wget https://gmpsdb.cn/api/download/prophage/942/download/ -O PROPHAGE_Clostridium_tertium.tar.gz
Prophage,Clostridium transplantifaecale,wget https://gmpsdb.cn/api/download/prophage/943/download/ -O PROPHAGE_Clostridium_transplantifaecale.tar.gz
Prophage,Collinsella sp003437035,wget https://gmpsdb.cn/api/download/prophage/944/download/ -O PROPHAGE_Collinsella_sp003437035.tar.gz
Prophage,Collinsella sp.,wget https://gmpsdb.cn/api/download/prophage/945/download/ -O PROPHAGE_Collinsella_sp..tar.gz
Prophage,Collinsella stercoripullorum,wget https://gmpsdb.cn/api/download/prophage/946/download/ -O PROPHAGE_Collinsella_stercoripullorum.tar.gz
Prophage,Coprobacter fastidiosus,wget https://gmpsdb.cn/api/download/prophage/947/download/ -O PROPHAGE_Coprobacter_fastidiosus.tar.gz
Prophage,Coprococcus catus,wget https://gmpsdb.cn/api/download/prophage/948/download/ -O PROPHAGE_Coprococcus_catus.tar.gz
Prophage,Coprococcus sp900066115,wget https://gmpsdb.cn/api/download/prophage/949/download/ -O PROPHAGE_Coprococcus_sp900066115.tar.gz
Prophage,Dorea formicigenerans,wget https://gmpsdb.cn/api/download/prophage/950/download/ -O PROPHAGE_Dorea_formicigenerans.tar.gz
Prophage,Dorea hominis,wget https://gmpsdb.cn/api/download/prophage/951/download/ -O PROPHAGE_Dorea_hominis.tar.gz
Prophage,Dorea longicatena,wget https://gmpsdb.cn/api/download/prophage/952/download/ -O PROPHAGE_Dorea_longicatena.tar.gz
Prophage,Dysosmobacter sp001916835,wget https://gmpsdb.cn/api/download/prophage/953/download/ -O PROPHAGE_Dysosmobacter_sp001916835.tar.gz
Prophage,Eggerthella lenta,wget https://gmpsdb.cn/api/download/prophage/954/download/ -O PROPHAGE_Eggerthella_lenta.tar.gz
Prophage,Eisenbergiella tayi,wget https://gmpsdb.cn/api/download/prophage/955/download/ -O PROPHAGE_Eisenbergiella_tayi.tar.gz
Prophage,Emergencia timonensis,wget https://gmpsdb.cn/api/download/prophage/956/download/ -O PROPHAGE_Emergencia_timonensis.tar.gz
Prophage,Enterobacter cloacae,wget https://gmpsdb.cn/api/download/prophage/957/download/ -O PROPHAGE_Enterobacter_cloacae.tar.gz
Prophage,Enterobacter roggenkampii,wget https://gmpsdb.cn/api/download/prophage/958/download/ -O PROPHAGE_Enterobacter_roggenkampii.tar.gz
Prophage,Enterobacter sichuanensis,wget https://gmpsdb.cn/api/download/prophage/959/download/ -O PROPHAGE_Enterobacter_sichuanensis.tar.gz
Prophage,Enterocloster aldenensis,wget https://gmpsdb.cn/api/download/prophage/960/download/ -O PROPHAGE_Enterocloster_aldenensis.tar.gz
Prophage,Enterocloster asparagiformis,wget https://gmpsdb.cn/api/download/prophage/961/download/ -O PROPHAGE_Enterocloster_asparagiformis.tar.gz
Prophage,Enterocloster bolteae,wget https://gmpsdb.cn/api/download/prophage/962/download/ -O PROPHAGE_Enterocloster_bolteae.tar.gz
Prophage,Enterocloster citroniae,wget https://gmpsdb.cn/api/download/prophage/963/download/ -O PROPHAGE_Enterocloster_citroniae.tar.gz
Prophage,Enterocloster sp001517625,wget https://gmpsdb.cn/api/download/prophage/964/download/ -O PROPHAGE_Enterocloster_sp001517625.tar.gz
Prophage,Enterocloster sp900541315,wget https://gmpsdb.cn/api/download/prophage/965/download/ -O PROPHAGE_Enterocloster_sp900541315.tar.gz
Prophage,Enterococcus asini,wget https://gmpsdb.cn/api/download/prophage/966/download/ -O PROPHAGE_Enterococcus_asini.tar.gz
Prophage,Enterococcus avium,wget https://gmpsdb.cn/api/download/prophage/967/download/ -O PROPHAGE_Enterococcus_avium.tar.gz
Prophage,Enterococcus casseliflavus,wget https://gmpsdb.cn/api/download/prophage/968/download/ -O PROPHAGE_Enterococcus_casseliflavus.tar.gz
Prophage,Enterococcus cecorum,wget https://gmpsdb.cn/api/download/prophage/969/download/ -O PROPHAGE_Enterococcus_cecorum.tar.gz
Prophage,Enterococcus faecalis,wget https://gmpsdb.cn/api/download/prophage/970/download/ -O PROPHAGE_Enterococcus_faecalis.tar.gz
Prophage,Enterococcus gallinarum,wget https://gmpsdb.cn/api/download/prophage/971/download/ -O PROPHAGE_Enterococcus_gallinarum.tar.gz
Prophage,Enterococcus hirae,wget https://gmpsdb.cn/api/download/prophage/972/download/ -O PROPHAGE_Enterococcus_hirae.tar.gz
